X_mm,Y_mm,Z_mm,Layer,_matrix_row,_matrix_col
4.64,5.04,0.1800384,lower,56,58
4.72,5.04,0.18004079999999997,lower,56,59
4.8,5.04,0.1800432,lower,56,60
4.88,5.04,0.18004559999999997,lower,56,61
4.96,5.04,0.18004799999999999,lower,56,62
5.04,5.04,0.18005039999999997,lower,56,63
5.12,5.04,0.18005279999999999,lower,56,64
5.2,5.04,0.18005519999999997,lower,56,65
5.28,5.04,0.18005759999999998,lower,56,66
5.36,5.04,0.18005999999999997,lower,56,67
5.44,5.04,0.18006239999999998,lower,56,68
5.5200000000000005,5.04,0.18006479999999997,lower,56,69
5.6000000000000005,5.04,0.18006719999999998,lower,56,70
5.68,5.04,0.18006959999999997,lower,56,71
5.76,5.04,0.18007199999999998,lower,56,72
5.84,5.04,0.18007439999999997,lower,56,73
5.92,5.04,0.18007679999999998,lower,56,74
6.0,5.04,0.1800792,lower,56,75
6.08,5.04,0.18008159999999998,lower,56,76
6.16,5.04,0.180084,lower,56,77
6.24,5.04,0.18008639999999998,lower,56,78
6.32,5.04,0.1800888,lower,56,79
0.0,5.13,0.17989739999999999,lower,57,0
0.08,5.13,0.1798998,lower,57,1
0.16,5.13,0.17990219999999998,lower,57,2
0.24,5.13,0.1799046,lower,57,3
0.32,5.13,0.17990699999999998,lower,57,4
0.4,5.13,0.1799094,lower,57,5
0.48,5.13,0.17991179999999998,lower,57,6
0.56,5.13,0.1799142,lower,57,7
0.64,5.13,0.17991659999999998,lower,57,8
0.72,5.13,0.179919,lower,57,9
0.8,5.13,0.17992139999999998,lower,57,10
0.88,5.13,0.1799238,lower,57,11
0.96,5.13,0.17992619999999998,lower,57,12
1.04,5.13,0.1799286,lower,57,13
1.12,5.13,0.17993099999999998,lower,57,14
1.2,5.13,0.1799334,lower,57,15
1.28,5.13,0.17993579999999998,lower,57,16
1.36,5.13,0.1799382,lower,57,17
1.44,5.13,0.17994059999999998,lower,57,18
1.52,5.13,0.179943,lower,57,19
1.6,5.13,0.17994539999999998,lower,57,20
1.68,5.13,0.1799478,lower,57,21
1.76,5.13,0.17995019999999998,lower,57,22
1.84,5.13,0.1799526,lower,57,23
1.92,5.13,0.17995499999999998,lower,57,24
2.0,5.13,0.1799574,lower,57,25
2.08,5.13,0.17995979999999998,lower,57,26
2.16,5.13,0.1799622,lower,57,27
2.24,5.13,0.17996459999999997,lower,57,28
2.32,5.13,0.179967,lower,57,29
2.4,5.13,0.17996939999999997,lower,57,30
2.48,5.13,0.1799718,lower,57,31
2.56,5.13,0.17997419999999997,lower,57,32
2.64,5.13,0.1799766,lower,57,33
2.72,5.13,0.17997899999999997,lower,57,34
2.8000000000000003,5.13,0.17998139999999999,lower,57,35
2.88,5.13,0.17998379999999997,lower,57,36
2.96,5.13,0.17998619999999999,lower,57,37
3.04,5.13,0.1799886,lower,57,38
3.12,5.13,0.17999099999999998,lower,57,39
3.2,5.13,0.1799934,lower,57,40
3.2800000000000002,5.13,0.17999579999999998,lower,57,41
3.36,5.13,0.1799982,lower,57,42
3.44,5.13,0.18000059999999998,lower,57,43
3.52,5.13,0.180003,lower,57,44
3.6,5.13,0.18000539999999998,lower,57,45
3.68,5.13,0.1800078,lower,57,46
3.7600000000000002,5.13,0.18001019999999998,lower,57,47
3.84,5.13,0.1800126,lower,57,48
3.92,5.13,0.18001499999999998,lower,57,49
4.0,5.13,0.1800174,lower,57,50
4.08,5.13,0.18001979999999998,lower,57,51
4.16,5.13,0.1800222,lower,57,52
4.24,5.13,0.18002459999999998,lower,57,53
4.32,5.13,0.180027,lower,57,54
4.4,5.13,0.18002939999999998,lower,57,55
4.48,5.13,0.1800318,lower,57,56
4.5600000000000005,5.13,0.18003419999999998,lower,57,57
4.64,5.13,0.1800366,lower,57,58
4.72,5.13,0.18003899999999998,lower,57,59
4.8,5.13,0.1800414,lower,57,60
4.88,5.13,0.18004379999999998,lower,57,61
4.96,5.13,0.1800462,lower,57,62
5.04,5.13,0.18004859999999998,lower,57,63
5.12,5.13,0.180051,lower,57,64
5.2,5.13,0.18005339999999997,lower,57,65
5.28,5.13,0.1800558,lower,57,66
5.36,5.13,0.18005819999999997,lower,57,67
5.44,5.13,0.1800606,lower,57,68
5.5200000000000005,5.13,0.18006299999999997,lower,57,69
5.6000000000000005,5.13,0.1800654,lower,57,70
5.68,5.13,0.18006779999999997,lower,57,71
5.76,5.13,0.18007019999999999,lower,57,72
5.84,5.13,0.18007259999999997,lower,57,73
5.92,5.13,0.18007499999999999,lower,57,74
6.0,5.13,0.1800774,lower,57,75
6.08,5.13,0.18007979999999998,lower,57,76
6.16,5.13,0.1800822,lower,57,77
6.24,5.13,0.18008459999999998,lower,57,78
6.32,5.13,0.180087,lower,57,79
0.0,5.22,0.1798956,lower,58,0
0.08,5.22,0.179898,lower,58,1
0.16,5.22,0.1799004,lower,58,2
0.24,5.22,0.1799028,lower,58,3
0.32,5.22,0.1799052,lower,58,4
0.4,5.22,0.1799076,lower,58,5
0.48,5.22,0.17991,lower,58,6
0.56,5.22,0.1799124,lower,58,7
0.64,5.22,0.17991479999999999,lower,58,8
0.72,5.22,0.1799172,lower,58,9
0.8,5.22,0.17991959999999999,lower,58,10
0.88,5.22,0.179922,lower,58,11
0.96,5.22,0.17992439999999998,lower,58,12
1.04,5.22,0.1799268,lower,58,13
1.12,5.22,0.17992919999999998,lower,58,14
1.2,5.22,0.1799316,lower,58,15
1.28,5.22,0.17993399999999998,lower,58,16
1.36,5.22,0.1799364,lower,58,17
1.44,5.22,0.17993879999999998,lower,58,18
1.52,5.22,0.1799412,lower,58,19
1.6,5.22,0.17994359999999998,lower,58,20
1.68,5.22,0.179946,lower,58,21
1.76,5.22,0.17994839999999998,lower,58,22
1.84,5.22,0.1799508,lower,58,23
1.92,5.22,0.17995319999999998,lower,58,24
2.0,5.22,0.1799556,lower,58,25
2.08,5.22,0.17995799999999998,lower,58,26
2.16,5.22,0.1799604,lower,58,27
2.24,5.22,0.17996279999999998,lower,58,28
2.32,5.22,0.1799652,lower,58,29
2.4,5.22,0.17996759999999998,lower,58,30
2.48,5.22,0.17997,lower,58,31
2.56,5.22,0.17997239999999998,lower,58,32
2.64,5.22,0.1799748,lower,58,33
2.72,5.22,0.17997719999999998,lower,58,34
2.8000000000000003,5.22,0.1799796,lower,58,35
2.88,5.22,0.17998199999999998,lower,58,36
2.96,5.22,0.1799844,lower,58,37
3.04,5.22,0.1799868,lower,58,38
3.12,5.22,0.1799892,lower,58,39
3.2,5.22,0.1799916,lower,58,40
3.2800000000000002,5.22,0.179994,lower,58,41
3.36,5.22,0.1799964,lower,58,42
3.44,5.22,0.1799988,lower,58,43
3.52,5.22,0.1800012,lower,58,44
3.6,5.22,0.18000359999999999,lower,58,45
3.68,5.22,0.180006,lower,58,46
3.7600000000000002,5.22,0.18000839999999999,lower,58,47
3.84,5.22,0.1800108,lower,58,48
3.92,5.22,0.18001319999999998,lower,58,49
4.0,5.22,0.1800156,lower,58,50
4.08,5.22,0.18001799999999998,lower,58,51
4.16,5.22,0.1800204,lower,58,52
4.24,5.22,0.18002279999999998,lower,58,53
4.32,5.22,0.1800252,lower,58,54
4.4,5.22,0.18002759999999998,lower,58,55
4.48,5.22,0.18003,lower,58,56
4.5600000000000005,5.22,0.18003239999999998,lower,58,57
4.64,5.22,0.1800348,lower,58,58
4.72,5.22,0.18003719999999998,lower,58,59
4.8,5.22,0.1800396,lower,58,60
4.88,5.22,0.18004199999999998,lower,58,61
4.96,5.22,0.1800444,lower,58,62
5.04,5.22,0.18004679999999998,lower,58,63
5.12,5.22,0.1800492,lower,58,64
5.2,5.22,0.18005159999999998,lower,58,65
5.28,5.22,0.180054,lower,58,66
5.36,5.22,0.18005639999999998,lower,58,67
5.44,5.22,0.1800588,lower,58,68
5.5200000000000005,5.22,0.18006119999999998,lower,58,69
5.6000000000000005,5.22,0.1800636,lower,58,70
5.68,5.22,0.18006599999999998,lower,58,71
5.76,5.22,0.1800684,lower,58,72
5.84,5.22,0.18007079999999998,lower,58,73
5.92,5.22,0.1800732,lower,58,74
6.0,5.22,0.1800756,lower,58,75
6.08,5.22,0.180078,lower,58,76
6.16,5.22,0.1800804,lower,58,77
6.24,5.22,0.1800828,lower,58,78
6.32,5.22,0.1800852,lower,58,79
0.0,5.31,0.1798938,lower,59,0
0.08,5.31,0.1798962,lower,59,1
0.16,5.31,0.1798986,lower,59,2
0.24,5.31,0.179901,lower,59,3
0.32,5.31,0.1799034,lower,59,4
0.4,5.31,0.1799058,lower,59,5
0.48,5.31,0.1799082,lower,59,6
0.56,5.31,0.1799106,lower,59,7
0.64,5.31,0.179913,lower,59,8
0.72,5.31,0.1799154,lower,59,9
0.8,5.31,0.1799178,lower,59,10
0.88,5.31,0.1799202,lower,59,11
0.96,5.31,0.1799226,lower,59,12
1.04,5.31,0.179925,lower,59,13
1.12,5.31,0.1799274,lower,59,14
1.2,5.31,0.1799298,lower,59,15
1.28,5.31,0.1799322,lower,59,16
1.36,5.31,0.1799346,lower,59,17
1.44,5.31,0.17993699999999999,lower,59,18
1.52,5.31,0.1799394,lower,59,19
1.6,5.31,0.17994179999999999,lower,59,20
1.68,5.31,0.1799442,lower,59,21
1.76,5.31,0.17994659999999998,lower,59,22
1.84,5.31,0.179949,lower,59,23
1.92,5.31,0.17995139999999998,lower,59,24
2.0,5.31,0.1799538,lower,59,25
2.08,5.31,0.17995619999999998,lower,59,26
2.16,5.31,0.1799586,lower,59,27
2.24,5.31,0.17996099999999998,lower,59,28
2.32,5.31,0.1799634,lower,59,29
2.4,5.31,0.17996579999999998,lower,59,30
2.48,5.31,0.1799682,lower,59,31
2.56,5.31,0.17997059999999998,lower,59,32
2.64,5.31,0.179973,lower,59,33
2.72,5.31,0.17997539999999998,lower,59,34
2.8000000000000003,5.31,0.1799778,lower,59,35
2.88,5.31,0.17998019999999998,lower,59,36
2.96,5.31,0.1799826,lower,59,37
3.04,5.31,0.179985,lower,59,38
3.12,5.31,0.1799874,lower,59,39
3.2,5.31,0.1799898,lower,59,40
3.2800000000000002,5.31,0.1799922,lower,59,41
3.36,5.31,0.1799946,lower,59,42
3.44,5.31,0.179997,lower,59,43
3.52,5.31,0.1799994,lower,59,44
3.6,5.31,0.1800018,lower,59,45
3.68,5.31,0.1800042,lower,59,46
3.7600000000000002,5.31,0.1800066,lower,59,47
3.84,5.31,0.180009,lower,59,48
3.92,5.31,0.1800114,lower,59,49
4.0,5.31,0.1800138,lower,59,50
4.08,5.31,0.1800162,lower,59,51
4.16,5.31,0.1800186,lower,59,52
4.24,5.31,0.180021,lower,59,53
4.32,5.31,0.1800234,lower,59,54
4.4,5.31,0.18002579999999999,lower,59,55
4.48,5.31,0.1800282,lower,59,56
4.5600000000000005,5.31,0.18003059999999999,lower,59,57
4.64,5.31,0.180033,lower,59,58
4.72,5.31,0.18003539999999998,lower,59,59
4.8,5.31,0.1800378,lower,59,60
4.88,5.31,0.18004019999999998,lower,59,61
4.96,5.31,0.1800426,lower,59,62
5.04,5.31,0.18004499999999998,lower,59,63
5.12,5.31,0.1800474,lower,59,64
5.2,5.31,0.18004979999999998,lower,59,65
5.28,5.31,0.1800522,lower,59,66
5.36,5.31,0.18005459999999998,lower,59,67
5.44,5.31,0.180057,lower,59,68
5.5200000000000005,5.31,0.18005939999999998,lower,59,69
5.6000000000000005,5.31,0.1800618,lower,59,70
5.68,5.31,0.18006419999999998,lower,59,71
5.76,5.31,0.1800666,lower,59,72
5.84,5.31,0.18006899999999998,lower,59,73
5.92,5.31,0.1800714,lower,59,74
6.0,5.31,0.1800738,lower,59,75
6.08,5.31,0.1800762,lower,59,76
6.16,5.31,0.1800786,lower,59,77
6.24,5.31,0.180081,lower,59,78
6.32,5.31,0.1800834,lower,59,79
0.0,0.0,0.2450457455,upper,0,0
0.08,0.0,0.2448710255,upper,0,1
0.16,0.0,0.2447007855,upper,0,2
0.24,0.0,0.2445350255,upper,0,3
0.32,0.0,0.24437374550000002,upper,0,4
0.4,0.0,0.2442169455,upper,0,5
0.48,0.0,0.2440646255,upper,0,6
0.56,0.0,0.2439167855,upper,0,7
0.64,0.0,0.2437734255,upper,0,8
0.72,0.0,0.2436345455,upper,0,9
0.8,0.0,0.24350014550000001,upper,0,10
0.88,0.0,0.2433702255,upper,0,11
0.96,0.0,0.2432447855,upper,0,12
1.04,0.0,0.2431238255,upper,0,13
1.12,0.0,0.2430073455,upper,0,14
1.2,0.0,0.2428953455,upper,0,15
1.28,0.0,0.2427878255,upper,0,16
1.36,0.0,0.2426847855,upper,0,17
1.44,0.0,0.2425862255,upper,0,18
1.52,0.0,0.2424921455,upper,0,19
1.6,0.0,0.2424025455,upper,0,20
1.68,0.0,0.24231742550000002,upper,0,21
1.76,0.0,0.2422367855,upper,0,22
1.84,0.0,0.2421606255,upper,0,23
1.92,0.0,0.2420889455,upper,0,24
2.0,0.0,0.2420217455,upper,0,25
2.08,0.0,0.2419590255,upper,0,26
2.16,0.0,0.2419007855,upper,0,27
2.24,0.0,0.2418470255,upper,0,28
2.32,0.0,0.2417977455,upper,0,29
2.4,0.0,0.2417529455,upper,0,30
2.48,0.0,0.2417126255,upper,0,31
2.56,0.0,0.2416767855,upper,0,32
2.64,0.0,0.2416454255,upper,0,33
2.72,0.0,0.2416185455,upper,0,34
2.8000000000000003,0.0,0.2415961455,upper,0,35
2.88,0.0,0.2415782255,upper,0,36
2.96,0.0,0.2415647855,upper,0,37
3.04,0.0,0.24155582550000002,upper,0,38
3.12,0.0,0.24155134550000001,upper,0,39
3.2,0.0,0.24155134550000001,upper,0,40
3.2800000000000002,0.0,0.24155582550000002,upper,0,41
3.36,0.0,0.2415647855,upper,0,42
3.44,0.0,0.2415782255,upper,0,43
3.52,0.0,0.2415961455,upper,0,44
3.6,0.0,0.2416185455,upper,0,45
3.68,0.0,0.2416454255,upper,0,46
3.7600000000000002,0.0,0.2416767855,upper,0,47
3.84,0.0,0.2417126255,upper,0,48
3.92,0.0,0.2417529455,upper,0,49
4.0,0.0,0.2417977455,upper,0,50
4.08,0.0,0.2418470255,upper,0,51
4.16,0.0,0.2419007855,upper,0,52
4.24,0.0,0.2419590255,upper,0,53
4.32,0.0,0.2420217455,upper,0,54
4.4,0.0,0.2420889455,upper,0,55
4.48,0.0,0.2421606255,upper,0,56
4.5600000000000005,0.0,0.2422367855,upper,0,57
4.64,0.0,0.24231742550000002,upper,0,58
4.72,0.0,0.2424025455,upper,0,59
4.8,0.0,0.2424921455,upper,0,60
4.88,0.0,0.2425862255,upper,0,61
4.96,0.0,0.2426847855,upper,0,62
5.04,0.0,0.2427878255,upper,0,63
5.12,0.0,0.2428953455,upper,0,64
5.2,0.0,0.2430073455,upper,0,65
5.28,0.0,0.2931238255,upper,0,66
5.36,0.0,0.2932447855,upper,0,67
5.44,0.0,0.2933702255,upper,0,68
5.5200000000000005,0.0,0.29350014550000003,upper,0,69
5.6000000000000005,0.0,0.2936345455,upper,0,70
5.68,0.0,0.2937734255,upper,0,71
5.76,0.0,0.2939167855,upper,0,72
5.84,0.0,0.2940646255,upper,0,73
5.92,0.0,0.2942169455,upper,0,74
6.0,0.0,0.2943737455,upper,0,75
6.08,0.0,0.2945350255,upper,0,76
6.16,0.0,0.2947007855,upper,0,77
6.24,0.0,0.2948710255,upper,0,78
6.32,0.0,0.2950457455,upper,0,79
0.0,0.09,0.2449423895,upper,1,0
0.08,0.09,0.2447676695,upper,1,1
0.16,0.09,0.2445974295,upper,1,2
0.24,0.09,0.2444316695,upper,1,3
0.32,0.09,0.24427038950000002,upper,1,4
0.4,0.09,0.2441135895,upper,1,5
0.48,0.09,0.2439612695,upper,1,6
0.56,0.09,0.2438134295,upper,1,7
0.64,0.09,0.2436700695,upper,1,8
0.72,0.09,0.2435311895,upper,1,9
0.8,0.09,0.24339678950000002,upper,1,10
0.88,0.09,0.2432668695,upper,1,11
0.96,0.09,0.2431414295,upper,1,12
1.04,0.09,0.2430204695,upper,1,13
1.12,0.09,0.2429039895,upper,1,14
1.2,0.09,0.2427919895,upper,1,15
1.28,0.09,0.2426844695,upper,1,16
1.36,0.09,0.2425814295,upper,1,17
1.44,0.09,0.2424828695,upper,1,18
1.52,0.09,0.2423887895,upper,1,19
1.6,0.09,0.2422991895,upper,1,20
1.68,0.09,0.24221406950000002,upper,1,21
1.76,0.09,0.2421334295,upper,1,22
1.84,0.09,0.2420572695,upper,1,23
1.92,0.09,0.24198558950000001,upper,1,24
2.0,0.09,0.2419183895,upper,1,25
2.08,0.09,0.2418556695,upper,1,26
2.16,0.09,0.2417974295,upper,1,27
2.24,0.09,0.2417436695,upper,1,28
2.32,0.09,0.2416943895,upper,1,29
2.4,0.09,0.2416495895,upper,1,30
2.48,0.09,0.2416092695,upper,1,31
2.56,0.09,0.2415734295,upper,1,32
2.64,0.09,0.2415420695,upper,1,33
2.72,0.09,0.2415151895,upper,1,34
2.8000000000000003,0.09,0.2414927895,upper,1,35
2.88,0.09,0.2414748695,upper,1,36
2.96,0.09,0.2414614295,upper,1,37
3.04,0.09,0.24145246950000002,upper,1,38
3.12,0.09,0.24144798950000002,upper,1,39
3.2,0.09,0.24144798950000002,upper,1,40
3.2800000000000002,0.09,0.24145246950000002,upper,1,41
3.36,0.09,0.2414614295,upper,1,42
3.44,0.09,0.2414748695,upper,1,43
3.52,0.09,0.2414927895,upper,1,44
3.6,0.09,0.2415151895,upper,1,45
3.68,0.09,0.2415420695,upper,1,46
3.7600000000000002,0.09,0.2415734295,upper,1,47
3.84,0.09,0.2416092695,upper,1,48
3.92,0.09,0.2416495895,upper,1,49
4.0,0.09,0.2416943895,upper,1,50
4.08,0.09,0.2417436695,upper,1,51
4.16,0.09,0.2417974295,upper,1,52
4.24,0.09,0.2418556695,upper,1,53
4.32,0.09,0.2419183895,upper,1,54
4.4,0.09,0.24198558950000001,upper,1,55
4.48,0.09,0.2420572695,upper,1,56
4.5600000000000005,0.09,0.2421334295,upper,1,57
4.64,0.09,0.24221406950000002,upper,1,58
4.72,0.09,0.2422991895,upper,1,59
4.8,0.09,0.2423887895,upper,1,60
4.88,0.09,0.2424828695,upper,1,61
4.96,0.09,0.2425814295,upper,1,62
5.04,0.09,0.2426844695,upper,1,63
5.12,0.09,0.2427919895,upper,1,64
5.2,0.09,0.2429039895,upper,1,65
5.28,0.09,0.2930204695,upper,1,66
5.36,0.09,0.2931414295,upper,1,67
5.44,0.09,0.2932668695,upper,1,68
5.5200000000000005,0.09,0.29339678950000003,upper,1,69
5.6000000000000005,0.09,0.2935311895,upper,1,70
5.68,0.09,0.2936700695,upper,1,71
5.76,0.09,0.2938134295,upper,1,72
5.84,0.09,0.2939612695,upper,1,73
5.92,0.09,0.2941135895,upper,1,74
6.0,0.09,0.2942703895,upper,1,75
6.08,0.09,0.2944316695,upper,1,76
6.16,0.09,0.2945974295,upper,1,77
6.24,0.09,0.2947676695,upper,1,78
6.32,0.09,0.2949423895,upper,1,79
0.0,0.18,0.24484259749999998,upper,2,0
0.08,0.18,0.2446678775,upper,2,1
0.16,0.18,0.24449763749999998,upper,2,2
0.24,0.18,0.2443318775,upper,2,3
0.32,0.18,0.2441705975,upper,2,4
0.4,0.18,0.2440137975,upper,2,5
0.48,0.18,0.24386147749999998,upper,2,6
0.56,0.18,0.2437136375,upper,2,7
0.64,0.18,0.2435702775,upper,2,8
0.72,0.18,0.24343139749999998,upper,2,9
0.8,0.18,0.2432969975,upper,2,10
0.88,0.18,0.2431670775,upper,2,11
0.96,0.18,0.2430416375,upper,2,12
1.04,0.18,0.2429206775,upper,2,13
1.12,0.18,0.24280419749999999,upper,2,14
1.2,0.18,0.24269219749999998,upper,2,15
1.28,0.18,0.24258467749999998,upper,2,16
1.36,0.18,0.24248163749999999,upper,2,17
1.44,0.18,0.2423830775,upper,2,18
1.52,0.18,0.2422889975,upper,2,19
1.6,0.18,0.2421993975,upper,2,20
1.68,0.18,0.2421142775,upper,2,21
1.76,0.18,0.24203363749999998,upper,2,22
1.84,0.18,0.2419574775,upper,2,23
1.92,0.18,0.2418857975,upper,2,24
2.0,0.18,0.24181859749999998,upper,2,25
2.08,0.18,0.2417558775,upper,2,26
2.16,0.18,0.24169763749999998,upper,2,27
2.24,0.18,0.2416438775,upper,2,28
2.32,0.18,0.24159459749999998,upper,2,29
2.4,0.18,0.2415497975,upper,2,30
2.48,0.18,0.24150947749999999,upper,2,31
2.56,0.18,0.24147363749999998,upper,2,32
2.64,0.18,0.2414422775,upper,2,33
2.72,0.18,0.2414153975,upper,2,34
2.8000000000000003,0.18,0.24139299749999998,upper,2,35
2.88,0.18,0.24137507749999998,upper,2,36
2.96,0.18,0.24136163749999998,upper,2,37
3.04,0.18,0.2413526775,upper,2,38
3.12,0.18,0.2413481975,upper,2,39
3.2,0.18,0.2413481975,upper,2,40
3.2800000000000002,0.18,0.2413526775,upper,2,41
3.36,0.18,0.24136163749999998,upper,2,42
3.44,0.18,0.24137507749999998,upper,2,43
3.52,0.18,0.24139299749999998,upper,2,44
3.6,0.18,0.2414153975,upper,2,45
3.68,0.18,0.2414422775,upper,2,46
3.7600000000000002,0.18,0.24147363749999998,upper,2,47
3.84,0.18,0.24150947749999999,upper,2,48
3.92,0.18,0.2415497975,upper,2,49
4.0,0.18,0.24159459749999998,upper,2,50
4.08,0.18,0.2416438775,upper,2,51
4.16,0.18,0.24169763749999998,upper,2,52
4.24,0.18,0.2417558775,upper,2,53
4.32,0.18,0.24181859749999998,upper,2,54
4.4,0.18,0.2418857975,upper,2,55
4.48,0.18,0.2419574775,upper,2,56
4.5600000000000005,0.18,0.24203363749999998,upper,2,57
4.64,0.18,0.2421142775,upper,2,58
4.72,0.18,0.2421993975,upper,2,59
4.8,0.18,0.2422889975,upper,2,60
4.88,0.18,0.2423830775,upper,2,61
4.96,0.18,0.24248163749999999,upper,2,62
5.04,0.18,0.24258467749999998,upper,2,63
5.12,0.18,0.24269219749999998,upper,2,64
5.2,0.18,0.24280419749999999,upper,2,65
5.28,0.18,0.2929206775,upper,2,66
5.36,0.18,0.2930416375,upper,2,67
5.44,0.18,0.2931670775,upper,2,68
5.5200000000000005,0.18,0.2932969975,upper,2,69
5.6000000000000005,0.18,0.29343139749999997,upper,2,70
5.68,0.18,0.2935702775,upper,2,71
5.76,0.18,0.2937136375,upper,2,72
5.84,0.18,0.29386147749999997,upper,2,73
5.92,0.18,0.2940137975,upper,2,74
6.0,0.18,0.2941705975,upper,2,75
6.08,0.18,0.2943318775,upper,2,76
6.16,0.18,0.29449763749999996,upper,2,77
6.24,0.18,0.2946678775,upper,2,78
6.32,0.18,0.29484259749999997,upper,2,79
0.0,0.27,0.24474636949999998,upper,3,0
0.08,0.27,0.2445716495,upper,3,1
0.16,0.27,0.24440140949999997,upper,3,2
0.24,0.27,0.24423564949999998,upper,3,3
0.32,0.27,0.2440743695,upper,3,4
0.4,0.27,0.2439175695,upper,3,5
0.48,0.27,0.24376524949999998,upper,3,6
0.56,0.27,0.2436174095,upper,3,7
0.64,0.27,0.24347404949999998,upper,3,8
0.72,0.27,0.24333516949999998,upper,3,9
0.8,0.27,0.2432007695,upper,3,10
0.88,0.27,0.2430708495,upper,3,11
0.96,0.27,0.2429454095,upper,3,12
1.04,0.27,0.24282444949999998,upper,3,13
1.12,0.27,0.24270796949999998,upper,3,14
1.2,0.27,0.24259596949999998,upper,3,15
1.28,0.27,0.24248844949999998,upper,3,16
1.36,0.27,0.24238540949999998,upper,3,17
1.44,0.27,0.24228684949999998,upper,3,18
1.52,0.27,0.2421927695,upper,3,19
1.6,0.27,0.2421031695,upper,3,20
1.68,0.27,0.2420180495,upper,3,21
1.76,0.27,0.24193740949999998,upper,3,22
1.84,0.27,0.2418612495,upper,3,23
1.92,0.27,0.2417895695,upper,3,24
2.0,0.27,0.24172236949999998,upper,3,25
2.08,0.27,0.2416596495,upper,3,26
2.16,0.27,0.24160140949999998,upper,3,27
2.24,0.27,0.2415476495,upper,3,28
2.32,0.27,0.24149836949999998,upper,3,29
2.4,0.27,0.2414535695,upper,3,30
2.48,0.27,0.24141324949999998,upper,3,31
2.56,0.27,0.24137740949999997,upper,3,32
2.64,0.27,0.2413460495,upper,3,33
2.72,0.27,0.24131916949999999,upper,3,34
2.8000000000000003,0.27,0.24129676949999998,upper,3,35
2.88,0.27,0.24127884949999998,upper,3,36
2.96,0.27,0.24126540949999997,upper,3,37
3.04,0.27,0.2412564495,upper,3,38
3.12,0.27,0.2412519695,upper,3,39
3.2,0.27,0.2412519695,upper,3,40
3.2800000000000002,0.27,0.2412564495,upper,3,41
3.36,0.27,0.24126540949999997,upper,3,42
3.44,0.27,0.24127884949999998,upper,3,43
3.52,0.27,0.24129676949999998,upper,3,44
3.6,0.27,0.24131916949999999,upper,3,45
3.68,0.27,0.2413460495,upper,3,46
3.7600000000000002,0.27,0.24137740949999997,upper,3,47
3.84,0.27,0.24141324949999998,upper,3,48
3.92,0.27,0.2414535695,upper,3,49
4.0,0.27,0.24149836949999998,upper,3,50
4.08,0.27,0.2415476495,upper,3,51
4.16,0.27,0.24160140949999998,upper,3,52
4.24,0.27,0.2416596495,upper,3,53
4.32,0.27,0.24172236949999998,upper,3,54
4.4,0.27,0.2417895695,upper,3,55
4.48,0.27,0.2418612495,upper,3,56
4.5600000000000005,0.27,0.24193740949999998,upper,3,57
4.64,0.27,0.2420180495,upper,3,58
4.72,0.27,0.2421031695,upper,3,59
4.8,0.27,0.2421927695,upper,3,60
4.88,0.27,0.24228684949999998,upper,3,61
4.96,0.27,0.24238540949999998,upper,3,62
5.04,0.27,0.24248844949999998,upper,3,63
5.12,0.27,0.24259596949999998,upper,3,64
5.2,0.27,0.24270796949999998,upper,3,65
5.28,0.27,0.2928244495,upper,3,66
5.36,0.27,0.2929454095,upper,3,67
5.44,0.27,0.2930708495,upper,3,68
5.5200000000000005,0.27,0.2932007695,upper,3,69
5.6000000000000005,0.27,0.2933351695,upper,3,70
5.68,0.27,0.2934740495,upper,3,71
5.76,0.27,0.2936174095,upper,3,72
5.84,0.27,0.2937652495,upper,3,73
5.92,0.27,0.2939175695,upper,3,74
6.0,0.27,0.2940743695,upper,3,75
6.08,0.27,0.2942356495,upper,3,76
6.16,0.27,0.2944014095,upper,3,77
6.24,0.27,0.2945716495,upper,3,78
6.32,0.27,0.2947463695,upper,3,79
0.0,0.36,0.24465370549999998,upper,4,0
0.08,0.36,0.2444789855,upper,4,1
0.16,0.36,0.24430874549999998,upper,4,2
0.24,0.36,0.2441429855,upper,4,3
0.32,0.36,0.2439817055,upper,4,4
0.4,0.36,0.2438249055,upper,4,5
0.48,0.36,0.24367258549999998,upper,4,6
0.56,0.36,0.2435247455,upper,4,7
0.64,0.36,0.2433813855,upper,4,8
0.72,0.36,0.24324250549999998,upper,4,9
0.8,0.36,0.2431081055,upper,4,10
0.88,0.36,0.2429781855,upper,4,11
0.96,0.36,0.2428527455,upper,4,12
1.04,0.36,0.2427317855,upper,4,13
1.12,0.36,0.2426153055,upper,4,14
1.2,0.36,0.2425033055,upper,4,15
1.28,0.36,0.2423957855,upper,4,16
1.36,0.36,0.2422927455,upper,4,17
1.44,0.36,0.2421941855,upper,4,18
1.52,0.36,0.2421001055,upper,4,19
1.6,0.36,0.2420105055,upper,4,20
1.68,0.36,0.2419253855,upper,4,21
1.76,0.36,0.24184474549999999,upper,4,22
1.84,0.36,0.2417685855,upper,4,23
1.92,0.36,0.2416969055,upper,4,24
2.0,0.36,0.24162970549999999,upper,4,25
2.08,0.36,0.2415669855,upper,4,26
2.16,0.36,0.24150874549999998,upper,4,27
2.24,0.36,0.2414549855,upper,4,28
2.32,0.36,0.24140570549999998,upper,4,29
2.4,0.36,0.2413609055,upper,4,30
2.48,0.36,0.2413205855,upper,4,31
